Time, Tdelta, x_pos, y_pos, z_pos, x_v, y_v, z_v, phi, theta, psi, phi_v, theta_v, psi_v, w0, w1, w2, w3, pwm0, pwm1, pw2, pwm3
113813,    16.00, 15.80, 17.25, -2.33,  8.72,  6.40, -3.25, 11.69, -2.67, 13.27, -1.67,  7.80,  0.65,   962,   965,   962,   957,  1444,  1351,  1059,  1340
113828,    15.00, 15.93, 17.35, -2.38,  8.72,  6.41, -3.36, 11.58, -2.62, 13.27, -7.89,  3.14,  0.02,   961,   965,   962,   958,  1442,  1351,  1058,  1342
113885,    57.00, 16.44, 17.69, -2.59,  8.96,  6.06, -3.80, 12.46, -1.25, 13.58, 15.58, 23.93,  5.42,   970,   965,   965,   952,  1454,  1351,  1061,  1333
113900,    15.00, 16.58, 17.78, -2.65,  9.08,  6.04, -3.81, 12.60, -1.30, 13.46,  9.18, -3.13, -7.78,   956,   975,   958,   964,  1434,  1365,  1054,  1349
113915,    15.00, 16.72, 17.88, -2.71,  9.27,  6.11, -3.80, 12.37, -1.17, 13.43, -15.47,  8.55, -2.33,   961,   967,   960,   962,  1442,  1354,  1056,  1347
113930,    15.00, 16.86, 17.97, -2.76,  9.36,  6.11, -3.75, 12.44, -1.38, 13.42,  4.56, -13.65, -0.53,   960,   968,   965,   958,  1440,  1356,  1061,  1341
113945,    15.00, 17.00, 18.06, -2.82,  9.43,  6.22, -3.81, 12.51, -1.26, 13.37,  5.06,  7.95, -3.40,   961,   971,   960,   961,  1441,  1359,  1056,  1345
113960,    15.00, 17.14, 18.15, -2.88,  9.56,  6.20, -3.92, 12.33, -1.51, 13.32, -12.05, -16.63, -3.28,   957,   968,   963,   962,  1436,  1356,  1059,  1347
113975,    15.00, 17.29, 18.25, -2.94,  9.64,  6.19, -3.82, 12.27, -1.55, 13.51, -4.04, -2.49, 12.48,   972,   957,   973,   949,  1457,  1339,  1071,  1328
113993,    18.00, 17.46, 18.36, -3.01,  9.73,  6.11, -3.91, 12.38, -1.85, 13.51,  6.17, -17.18,  0.34,   960,   968,   966,   957,  1441,  1355,  1062,  1340
114008,    15.00, 17.61, 18.45, -3.06,  9.76,  6.29, -3.73, 12.05, -2.09, 13.50, -22.00, -15.64, -0.73,   959,   965,   964,   961,  1439,  1350,  1061,  1346
114023,    15.00, 17.76, 18.55, -3.12,  9.83,  6.38, -3.75, 11.90, -1.98, 13.56, -9.92,  7.62,  3.83,   965,   962,   965,   956,  1448,  1347,  1061,  1338
114038,    15.00, 17.90, 18.64, -3.18,  9.79,  6.38, -3.91, 12.03, -2.28, 13.48,  8.58, -20.00, -5.33,   955,   972,   961,   961,  1432,  1361,  1057,  1346
114053,    15.00, 18.05, 18.74, -3.23,  9.76,  6.25, -3.80, 12.01, -2.30, 13.53, -1.43, -1.81,  3.19,   964,   964,   966,   956,  1446,  1349,  1062,  1338
114068,    15.00, 18.20, 18.83, -3.29,  9.66,  6.18, -3.90, 12.10, -2.55, 13.58,  5.96, -16.40,  3.35,   962,   965,   968,   955,  1443,  1351,  1065,  1337
114086,    18.00, 18.37, 18.94, -3.37,  9.76,  6.10, -4.11, 12.12, -3.00, 13.33,  0.80, -24.83, -13.85,   948,   978,   956,   969,  1421,  1369,  1051,  1357
114102,    16.00, 18.53, 19.04, -3.43,  9.74,  6.37, -4.06, 11.94, -2.80, 13.44, -10.74, 12.26,  7.13,   968,   960,   968,   954,  1453,  1344,  1064,  1335
114116,    14.00, 18.66, 19.13, -3.49,  9.79,  6.50, -3.91, 11.79, -2.73, 13.41, -11.17,  4.82, -2.38,   960,   967,   961,   961,  1440,  1354,  1057,  1345
114131,    15.00, 18.81, 19.23, -3.55,  9.84,  6.53, -4.02, 11.94, -2.62, 13.63,  9.92,  7.21, 14.91,   974,   956,   974,   945,  1461,  1338,  1072,  1323
114146,    15.00, 18.96, 19.33, -3.61, 10.02,  6.52, -3.92, 12.13, -2.60, 13.69, 13.20,  1.32,  4.21,   965,   965,   967,   953,  1448,  1351,  1063,  1335
114161,    15.00, 19.11, 19.42, -3.66,  9.91,  6.39, -3.97, 12.30, -2.48, 13.80, 10.74,  8.22,  6.93,   968,   963,   968,   952,  1453,  1348,  1065,  1332
114176,    15.00, 19.26, 19.52, -3.72,  9.94,  6.51, -3.78, 12.27, -2.15, 13.75, -1.77, 22.14, -3.33,   962,   970,   958,   961,  1443,  1357,  1054,  1346
114194,    18.00, 19.44, 19.64, -3.79,  9.95,  6.53, -3.70, 12.21, -2.30, 13.81, -3.53, -8.50,  3.28,   963,   964,   967,   956,  1445,  1350,  1064,  1338
114209,    15.00, 19.59, 19.74, -3.84,  9.79,  6.68, -3.70, 12.23, -2.25, 13.79,  1.67,  3.58, -0.84,   962,   968,   962,   959,  1442,  1355,  1059,  1342
114224,    15.00, 19.73, 19.84, -3.90,  9.72,  6.72, -3.81, 12.18, -2.24, 13.83, -3.69,  0.53,  2.21,   964,   965,   965,   957,  1445,  1351,  1062,  1340
114239,    15.00, 19.88, 19.94, -3.96,  9.63,  6.65, -4.05, 12.53, -2.46, 14.12, 23.80, -14.62, 19.58,   976,   955,   981,   940,  1464,  1337,  1079,  1316
114254,    15.00, 20.02, 20.04, -4.02,  9.74,  6.70, -3.87, 12.73, -2.37, 13.96, 13.20,  5.68, -10.71,   955,   978,   955,   966,  1432,  1369,  1051,  1352
114269,    15.00, 20.17, 20.14, -4.08,  9.64,  6.82, -3.94, 12.68, -2.22, 14.00, -3.55,  9.98,  2.67,   966,   965,   965,   957,  1449,  1352,  1062,  1340
114320,    51.00, 20.68, 20.50, -4.28, 10.15,  6.98, -4.04, 13.00, -2.72, 14.27,  6.40, -9.71,  5.28,   966,   966,   971,   955,  1449,  1352,  1068,  1336
114347,    27.00, 20.96, 20.69, -4.39, 10.33,  7.16, -4.05, 13.30, -3.11, 14.18, 10.91, -14.36, -3.41,   959,   974,   965,   962,  1439,  1363,  1062,  1346
114362,    15.00, 21.12, 20.80, -4.45, 10.57,  7.14, -3.97, 13.23, -3.25, 14.03, -4.37, -9.25, -9.83,   955,   977,   959,   969,  1432,  1368,  1055,  1356
114377,    15.00, 21.28, 20.91, -4.52, 10.35,  7.32, -4.22, 13.06, -3.53, 14.04, -11.41, -18.97,  0.34,   961,   968,   969,   961,  1442,  1355,  1065,  1346
114391,    14.00, 21.42, 21.01, -4.58, 10.44,  7.42, -4.18, 12.82, -3.45, 13.95, -17.48,  5.90, -6.36,   959,   972,   960,   967,  1438,  1360,  1056,  1354
114407,    16.00, 21.59, 21.13, -4.64, 10.46,  7.33, -4.31, 12.83, -3.72, 14.04,  0.56, -17.12,  5.83,   966,   964,   972,   955,  1448,  1350,  1070,  1337
114421,    14.00, 21.74, 21.23, -4.70, 10.42,  7.28, -4.13, 12.85, -3.81, 14.08,  2.07, -6.40,  2.50,   964,   967,   969,   958,  1447,  1354,  1065,  1341
114439,    18.00, 21.93, 21.37, -4.78, 10.60,  7.46, -4.26, 12.79, -3.67, 14.02, -3.41,  7.90, -3.32,   961,   971,   962,   963,  1442,  1360,  1058,  1348
114455,    16.00, 22.10, 21.49, -4.85, 10.58,  7.55, -4.17, 12.71, -3.94, 14.04, -5.09, -17.00,  1.26,   962,   967,   969,   959,  1443,  1354,  1066,  1343
114470,    15.00, 22.25, 21.60, -4.91, 10.52,  7.48, -4.16, 12.67, -3.94, 14.04, -2.85,  0.02,  0.58,   963,   968,   966,   960,  1445,  1355,  1063,  1343
114485,    15.00, 22.41, 21.71, -4.97, 10.32,  7.61, -4.30, 12.64, -3.64, 13.97, -1.84, 20.14, -4.83,   961,   972,   959,   964,  1442,  1361,  1055,  1349
114499,    14.00, 22.56, 21.82, -5.03, 10.46,  7.53, -4.23, 12.52, -3.59, 13.97, -8.99,  3.75,  0.20,   963,   967,   965,   960,  1445,  1354,  1061,  1344
114514,    15.00, 22.71, 21.93, -5.10, 10.45,  7.58, -4.22, 12.64, -3.73, 14.15,  8.47, -9.49, 11.65,   971,   960,   976,   949,  1456,  1345,  1073,  1329
114532,    18.00, 22.90, 22.07, -5.17, 10.49,  7.68, -4.43, 12.64, -3.71, 14.04, -0.39,  1.14, -6.00,   958,   973,   960,   964,  1437,  1363,  1057,  1350
114548,    16.00, 23.07, 22.19, -5.24, 10.59,  7.78, -4.27, 12.46, -3.44, 14.24, -11.02, 16.94, 12.40,   974,   957,   973,   950,  1461,  1340,  1070,  1331
114562,    14.00, 23.22, 22.30, -5.30, 10.48,  7.78, -4.14, 12.52, -3.41, 14.23,  4.65,  1.93, -0.72,   962,   969,   964,   959,  1443,  1357,  1061,  1343
114577,    15.00, 23.37, 22.42, -5.36, 10.35,  7.67, -4.21, 12.76, -3.04, 14.30, 15.70, 24.92,  4.46,   969,   967,   966,   954,  1454,  1354,  1062,  1335
114592,    15.00, 23.53, 22.53, -5.43, 10.38,  7.65, -4.09, 12.76, -3.39, 14.30,  0.04, -23.60,  0.32,   960,   968,   968,   959,  1440,  1356,  1065,  1343
114607,    15.00, 23.69, 22.65, -5.49, 10.51,  7.51, -4.07, 12.80, -3.65, 14.40,  2.43, -17.07,  6.77,   966,   964,   973,   954,  1450,  1349,  1070,  1336
114622,    15.00, 23.84, 22.76, -5.55, 10.56,  7.64, -4.05, 12.88, -3.73, 14.24,  5.28, -5.69, -10.78,   954,   978,   958,   968,  1431,  1370,  1054,  1355
114640,    18.00, 24.03, 22.90, -5.62, 10.53,  7.73, -4.04, 12.64, -4.01, 14.33, -13.09, -15.58,  5.09,   965,   963,   972,   957,  1447,  1348,  1069,  1340
114655,    15.00, 24.19, 23.02, -5.68, 10.54,  7.72, -3.94, 12.71, -4.04, 14.38,  4.78, -1.61,  3.31,   965,   967,   969,   957,  1448,  1354,  1065,  1339
114670,    15.00, 24.35, 23.13, -5.74, 10.62,  7.45, -3.91, 12.85, -4.00, 14.31,  9.00,  2.16, -4.83,   960,   974,   962,   963,  1439,  1364,  1058,  1348
114685,    15.00, 24.51, 23.24, -5.80, 10.57,  7.44, -4.01, 12.99, -4.03, 14.36,  9.32, -1.43,  3.66,   966,   968,   969,   956,  1449,  1355,  1066,  1339
114700,    15.00, 24.67, 23.35, -5.86, 10.66,  7.57, -4.11, 12.92, -4.17, 14.23, -4.55, -9.78, -8.84,   955,   976,   960,   968,  1433,  1366,  1057,  1355
114715,    15.00, 24.83, 23.47, -5.92, 10.71,  7.72, -4.28, 12.93, -3.97, 14.28,  0.97, 13.53,  2.86,   967,   967,   967,   958,  1451,  1354,  1064,  1341
114772,    57.00, 25.44, 23.91, -6.18, 10.77,  7.70, -4.52, 12.76, -4.37, 14.51, -2.99, -6.96,  4.20,   966,   966,   970,   957,  1448,  1352,  1067,  1340
114788,    16.00, 25.62, 24.03, -6.26, 10.69,  7.68, -4.67, 12.95, -4.39, 14.78, 11.43, -1.54, 16.28,   976,   958,   980,   946,  1464,  1341,  1078,  1324
114803,    15.00, 25.77, 24.14, -6.33, 10.66,  7.60, -4.64, 13.20, -4.44, 14.69, 16.89, -3.35, -5.61,   959,   977,   963,   963,  1439,  1367,  1059,  1349
114818,    15.00, 25.93, 24.26, -6.40, 10.59,  7.84, -4.83, 13.26, -4.61, 14.66,  4.28, -11.23, -1.97,   961,   973,   967,   962,  1442,  1362,  1064,  1347
114833,    15.00, 26.10, 24.38, -6.47, 10.79,  7.89, -4.68, 12.89, -4.39, 14.54, -25.15, 14.59, -8.12,   959,   973,   958,   970,  1438,  1362,  1054,  1358
114848,    15.00, 26.26, 24.50, -6.54, 11.00,  7.92, -4.65, 12.85, -4.61, 14.59, -2.28, -14.94,  3.23,   964,   967,   971,   958,  1446,  1353,  1068,  1341
114873,    25.00, 26.54, 24.70, -6.65, 11.06,  8.05, -4.56, 12.85, -4.30, 14.31, -0.15, 12.69, -11.20,   956,   978,   956,   969,  1434,  1369,  1051,  1357
114891,    18.00, 26.74, 24.85, -6.73, 11.17,  8.07, -4.52, 12.95, -4.47, 14.44,  5.74, -9.45,  7.41,   968,   965,   974,   954,  1452,  1350,  1071,  1335
114907,    16.00, 26.92, 24.98, -6.81, 11.15,  8.11, -4.48, 13.24, -4.61, 14.44, 17.94, -8.74,  0.19,   963,   972,   969,   959,  1445,  1361,  1065,  1342
114922,    15.00, 27.09, 25.10, -6.87, 11.27,  8.08, -4.57, 13.34, -4.58, 14.37,  6.99,  1.87, -5.28,   960,   976,   963,   965,  1440,  1366,  1059,  1350
114937,    15.00, 27.26, 25.22, -6.95, 11.29,  8.35, -4.80, 13.24, -4.83, 14.41, -6.78, -16.47,  3.31,   965,   967,   972,   959,  1447,  1354,  1069,  1343
114952,    15.00, 27.43, 25.35, -7.02, 11.53,  8.38, -4.61, 12.93, -4.89, 14.35, -20.78, -4.17, -4.00,   960,   971,   964,   966,  1440,  1359,  1061,  1353
114967,    15.00, 27.60, 25.47, -7.09, 11.43,  8.31, -4.73, 12.89, -5.22, 14.37, -2.29, -22.21,  1.27,   962,   969,   971,   960,  1443,  1356,  1068,  1344
114985,    18.00, 27.81, 25.62, -7.17, 11.51,  8.22, -4.71, 13.00, -5.24, 14.38,  5.76, -0.79,  0.40,   964,   971,   968,   960,  1446,  1359,  1065,  1344
115001,    16.00, 27.99, 25.75, -7.24, 11.50,  8.40, -4.62, 13.04, -4.70, 14.42,  2.88, 33.77,  2.41,   970,   969,   965,   958,  1455,  1356,  1061,  1342
115016,    15.00, 28.16, 25.88, -7.31, 11.48,  8.38, -4.47, 12.90, -4.65, 14.25, -9.64,  3.20, -11.18,   955,   977,   958,   971,  1432,  1368,  1053,  1359
115030,    14.00, 28.32, 26.00, -7.38, 11.40,  8.34, -4.54, 12.88, -4.51, 14.25, -1.60,  9.97, -0.21,   964,   970,   965,   961,  1447,  1357,  1062,  1345
115045,    15.00, 28.49, 26.13, -7.44, 11.35,  8.52, -4.42, 12.71, -4.59, 14.11, -11.06, -5.58, -9.32,   955,   975,   960,   969,  1432,  1365,  1056,  1356
115060,    15.00, 28.66, 26.25, -7.51, 11.33,  8.37, -4.45, 12.67, -4.47, 14.17, -2.75,  8.09,  3.74,   967,   966,   968,   957,  1450,  1352,  1065,  1340
115075,    15.00, 28.83, 26.38, -7.58, 11.44,  8.32, -4.64, 13.02, -4.47, 14.31, 23.62, -0.11,  9.89,   971,   965,   975,   950,  1457,  1351,  1072,  1330
115093,    18.00, 29.04, 26.53, -7.66, 11.56,  8.51, -4.79, 12.90, -4.39, 14.26, -6.80,  4.31, -2.84,   962,   971,   964,   963,  1442,  1359,  1060,  1349
115109,    16.00, 29.23, 26.67, -7.74, 11.68,  8.66, -4.82, 12.74, -4.10, 14.42, -10.33, 18.18, 10.00,   973,   960,   972,   953,  1460,  1344,  1069,  1334
115123,    14.00, 29.39, 26.79, -7.81, 11.63,  8.64, -4.82, 12.70, -4.63, 14.37, -2.42, -37.98, -3.79,   955,   972,   968,   963,  1433,  1361,  1065,  1349
115138,    15.00, 29.57, 26.92, -7.88, 11.53,  8.64, -4.81, 12.75, -4.43, 14.51,  2.91, 13.35,  9.59,   972,   962,   972,   952,  1458,  1347,  1069,  1333
115153,    15.00, 29.74, 27.05, -7.95, 11.52,  8.71, -4.72, 12.58, -4.59, 14.53, -10.92, -10.54,  1.15,   962,   967,   968,   960,  1444,  1353,  1065,  1345
115168,    15.00, 29.91, 27.18, -8.02, 11.48,  8.85, -4.81, 12.74, -4.70, 14.74, 10.56, -6.98, 14.09,   973,   959,   978,   948,  1460,  1343,  1076,  1327
115220,    52.00, 30.55, 27.62, -8.26, 12.25,  8.42, -4.54, 13.13, -4.49, 14.52,  7.54,  4.02, -4.34,   961,   974,   963,   963,  1441,  1364,  1059,  1349
115236,    16.00, 30.74, 27.76, -8.34, 12.26,  8.59, -4.71, 13.13, -4.55, 14.57, -0.25, -3.94,  3.67,   966,   967,   971,   958,  1449,  1354,  1068,  1341
115251,    15.00, 30.93, 27.89, -8.41, 12.43,  8.65, -4.68, 13.13, -4.40, 14.53,  0.01, 10.09, -3.15,   963,   973,   963,   963,  1444,  1362,  1060,  1348
115265,    14.00, 31.11, 28.01, -8.47, 12.57,  8.55, -4.92, 13.12, -4.66, 14.39, -0.50, -18.26, -9.74,   954,   978,   962,   969,  1431,  1369,  1058,  1356
115280,    15.00, 31.29, 28.14, -8.55, 12.58,  8.67, -4.83, 13.03, -4.51, 14.62, -5.89,  9.46, 15.07,   977,   957,   978,   949,  1465,  1340,  1075,  1329
115295,    15.00, 31.48, 28.27, -8.62, 12.49,  8.69, -4.76, 12.94, -4.36, 14.52, -6.09, 10.16, -6.46,   960,   974,   960,   966,  1439,  1364,  1056,  1353
115310,    15.00, 31.67, 28.39, -8.69, 12.52,  8.50, -4.97, 13.11, -4.49, 14.70, 11.42, -8.51, 12.20,   972,   962,   978,   950,  1459,  1347,  1075,  1329
115328,    18.00, 31.90, 28.55, -8.79, 12.57,  8.76, -5.25, 13.25, -4.35, 14.64,  7.29,  7.90, -3.80,   962,   974,   963,   963,  1443,  1364,  1060,  1348
115344,    16.00, 32.10, 28.69, -8.87, 12.67,  8.88, -5.29, 13.13, -4.55, 14.61, -7.23, -12.85, -1.83,   961,   971,   967,   963,  1441,  1359,  1064,  1348
115359,    15.00, 32.29, 28.83, -8.95, 12.65,  8.97, -5.10, 12.99, -4.39, 14.77, -9.20, 10.83, 11.22,   974,   960,   974,   953,  1461,  1344,  1072,  1334
115374,    15.00, 32.48, 28.96, -9.03, 12.51,  8.85, -5.09, 13.06, -4.47, 14.68,  4.64, -5.32, -5.94,   958,   975,   963,   965,  1438,  1365,  1059,  1351
115389,    15.00, 32.66, 29.09, -9.11, 12.33,  8.89, -5.38, 13.24, -4.24, 14.72, 11.94, 15.26,  2.62,   968,   970,   967,   957,  1452,  1357,  1064,  1340
115414,    25.00, 32.98, 29.32, -9.23, 12.69,  8.91, -5.07, 12.90, -3.85, 14.68, -13.79, 15.51, -1.59,   964,   969,   963,   963,  1446,  1356,  1059,  1348
115433,    19.00, 33.22, 29.49, -9.32, 12.87,  9.00, -4.84, 13.01, -3.49, 14.43,  6.04, 19.32, -13.39,   955,   981,   953,   970,  1433,  1373,  1048,  1358
115448,    15.00, 33.42, 29.63, -9.40, 12.97,  9.22, -4.96, 12.87, -3.44, 14.29, -9.25,  2.88, -9.09,   956,   975,   958,   968,  1434,  1365,  1054,  1355
115463,    15.00, 33.61, 29.76, -9.48, 12.97,  9.24, -5.11, 12.65, -3.50, 14.36, -14.52, -3.87,  4.32,   966,   963,   969,   958,  1449,  1349,  1066,  1341
115478,    15.00, 33.81, 29.90, -9.55, 12.96,  9.33, -5.10, 12.79, -3.54, 14.40,  9.31, -2.29,  2.98,   965,   968,   968,   956,  1448,  1355,  1065,  1339
115493,    15.00, 34.00, 30.04, -9.63, 13.17,  9.18, -5.01, 12.87, -3.47, 14.33,  5.39,  4.04, -4.70,   960,   973,   961,   963,  1440,  1363,  1058,  1348
115508,    15.00, 34.20, 30.18, -9.70, 13.09,  9.30, -5.13, 12.93, -3.66, 14.48,  3.72, -12.20,  9.81,   970,   962,   975,   952,  1454,  1347,  1073,  1332
115523,    15.00, 34.40, 30.32, -9.78, 13.19,  9.44, -5.03, 12.89, -3.43, 14.40, -2.60, 15.23, -5.37,   961,   973,   960,   964,  1441,  1362,  1055,  1350
115541,    18.00, 34.64, 30.49, -9.87, 13.31,  9.42, -4.94, 12.70, -3.33, 14.38, -10.73,  5.48, -1.23,   962,   968,   964,   962,  1444,  1355,  1060,  1346
115557,    16.00, 34.85, 30.64, -9.95, 13.28,  9.36, -5.04, 12.77, -3.65, 14.41,  4.76, -19.86,  1.93,   962,   968,   969,   958,  1443,  1355,  1066,  1341
115572,    15.00, 35.05, 30.78, -10.03, 13.27,  9.33, -5.14, 12.91, -3.50, 14.48,  9.11,  9.84,  4.69,   968,   966,   968,   955,  1452,  1353,  1065,  1337
115586,    14.00, 35.24, 30.91, -10.10, 13.34,  9.21, -5.00, 12.99, -3.45, 14.52,  5.56,  3.31,  2.64,   966,   968,   968,   957,  1449,  1355,  1064,  1340
115601,    15.00, 35.43, 31.05, -10.17, 13.24,  9.20, -4.95, 13.09, -3.32, 14.52,  6.59,  8.97,  0.14,   965,   970,   965,   959,  1447,  1358,  1061,  1343
115616,    15.00, 35.63, 31.19, -10.25, 13.08,  9.38, -5.08, 13.06, -3.40, 14.35, -1.57, -5.46, -11.18,   954,   978,   958,   969,  1431,  1369,  1053,  1357
115670,    54.00, 36.30, 31.71, -10.57, 12.47,  9.68, -6.02, 12.83, -4.35, 14.15, -4.37, -17.52, -3.65,   958,   972,   966,   964,  1437,  1360,  1062,  1349
115686,    16.00, 36.50, 31.87, -10.67, 12.48,  9.71, -5.91, 12.76, -4.18, 14.04, -4.09, 10.51, -7.17,   959,   974,   959,   966,  1438,  1364,  1055,  1353
115701,    15.00, 36.69, 32.01, -10.76, 12.48,  9.66, -6.05, 12.70, -4.15, 13.98, -4.45,  1.95, -4.20,   960,   972,   962,   964,  1440,  1360,  1059,  1349
115716,    15.00, 36.88, 32.16, -10.85, 12.66,  9.72, -6.11, 12.80, -3.82, 14.14,  7.17, 22.10, 10.80,   974,   961,   972,   950,  1461,  1346,  1069,  1330
115730,    14.00, 37.06, 32.30, -10.93, 12.66,  9.74, -6.12, 13.06, -3.73, 14.10, 18.07,  6.30, -2.72,   962,   974,   963,   960,  1443,  1363,  1060,  1344
115745,    15.00, 37.25, 32.44, -11.03, 12.75,  9.71, -6.05, 13.18, -3.23, 14.13,  8.55, 33.16,  2.06,   969,   969,   964,   957,  1454,  1357,  1060,  1340
115760,    15.00, 37.44, 32.59, -11.12, 12.58,  9.81, -6.12, 12.94, -3.20, 14.10, -16.13,  2.02, -2.24,   962,   969,   964,   963,  1443,  1356,  1060,  1349
115778,    18.00, 37.66, 32.77, -11.23, 12.45,  9.85, -6.11, 13.28, -3.06, 14.15, 18.74,  8.01,  3.19,   967,   969,   968,   955,  1451,  1357,  1064,  1338
115794,    16.00, 37.86, 32.92, -11.32, 12.48,  9.77, -6.04, 13.44, -3.00, 14.18, 10.22,  3.51,  1.71,   966,   970,   967,   958,  1449,  1358,  1064,  1341
115809,    15.00, 38.05, 33.07, -11.41, 12.44,  9.83, -6.03, 13.44, -3.09, 14.26,  0.04, -5.58,  5.43,   968,   966,   971,   956,  1452,  1352,  1069,  1339
115823,    14.00, 38.22, 33.21, -11.50, 12.50,  9.94, -5.87, 13.37, -2.90, 14.14, -5.41, 13.61, -8.77,   959,   976,   958,   968,  1438,  1367,  1053,  1355
115838,    15.00, 38.41, 33.36, -11.59, 12.44,  9.89, -6.00, 13.39, -2.86, 14.13,  1.17,  2.09, -0.41,   964,   970,   966,   960,  1446,  1358,  1062,  1345
115853,    15.00, 38.60, 33.51, -11.68, 12.59,  9.93, -6.02, 13.27, -2.75, 14.20, -7.62,  7.74,  4.30,   968,   965,   968,   958,  1452,  1351,  1065,  1341
115871,    18.00, 38.83, 33.69, -11.78, 12.61, 10.00, -6.03, 13.36, -2.60, 14.26,  5.17,  8.04,  3.57,   968,   968,   968,   957,  1452,  1355,  1065,  1339
115886,    15.00, 39.02, 33.83, -11.88, 12.75,  9.94, -6.04, 13.52, -2.80, 14.34, 10.25, -13.03,  4.99,   967,   967,   972,   955,  1450,  1354,  1069,  1337
115901,    15.00, 39.21, 33.98, -11.97, 12.85,  9.88, -6.00, 13.66, -2.97, 14.27,  9.50, -11.39, -4.76,   959,   975,   964,   963,  1439,  1366,  1061,  1349
115916,    15.00, 39.40, 34.13, -12.06, 12.87, 10.13, -6.20, 13.67, -3.12, 14.20,  0.59, -9.72, -4.36,   960,   974,   965,   964,  1440,  1364,  1061,  1350
115942,    26.00, 39.75, 34.40, -12.22, 13.18, 10.36, -6.21, 13.24, -3.38, 13.99, -16.47, -10.12, -8.29,   956,   974,   961,   969,  1434,  1364,  1057,  1356
115959,    17.00, 39.97, 34.58, -12.33, 13.07, 10.29, -6.33, 13.34, -3.42, 13.96,  5.70, -2.23, -1.56,   963,   972,   966,   961,  1444,  1361,  1062,  1345
115982,    23.00, 40.27, 34.82, -12.47, 13.00, 10.37, -6.18, 13.37, -3.68, 13.79,  1.43, -11.30, -7.48,   957,   976,   962,   966,  1435,  1367,  1058,  1353
116002,    20.00, 40.53, 35.03, -12.59, 13.11, 10.40, -5.93, 13.11, -3.56, 13.85, -13.23,  5.81,  3.23,   967,   965,   968,   959,  1450,  1352,  1065,  1343
116017,    15.00, 40.73, 35.18, -12.67, 13.23, 10.53, -5.79, 13.18, -3.53, 13.93,  4.98,  2.12,  5.41,   968,   966,   970,   955,  1452,  1352,  1067,  1337
116031,    14.00, 40.91, 35.33, -12.76, 13.32, 10.62, -5.83, 13.38, -3.10, 13.87, 14.36, 30.41, -4.76,   964,   975,   959,   962,  1446,  1366,  1055,  1347
116046,    15.00, 41.11, 35.49, -12.85, 13.32, 10.66, -5.98, 13.34, -3.09, 13.81, -3.07,  0.74, -3.55,   961,   972,   963,   963,  1442,  1361,  1060,  1349
116061,    15.00, 41.31, 35.65, -12.94, 13.35, 10.77, -6.08, 13.13, -3.24, 13.91, -13.70, -10.10,  6.21,   967,   963,   972,   957,  1451,  1348,  1069,  1339
116076,    15.00, 41.51, 35.82, -13.03, 13.29, 10.86, -6.06, 13.12, -3.26, 14.04, -0.83, -1.07,  8.83,   970,   962,   973,   953,  1456,  1347,  1070,  1334
116128,    52.00, 42.23, 36.37, -13.33, 13.80, 10.70, -5.81, 12.52, -3.69, 13.91, -11.43, -8.22, -2.56,   959,   969,   964,   963,  1439,  1357,  1061,  1348
116143,    15.00, 42.44, 36.53, -13.42, 13.67, 10.74, -5.77, 12.47, -3.84, 13.94, -3.84, -9.96,  2.17,   963,   966,   968,   958,  1444,  1353,  1065,  1341
116158,    15.00, 42.64, 36.70, -13.51, 13.63, 10.82, -5.90, 12.60, -3.73, 13.95,  9.13,  6.96,  0.54,   964,   969,   965,   958,  1446,  1357,  1061,  1341
116173,    15.00, 42.85, 36.86, -13.59, 13.78, 10.78, -5.81, 12.68, -3.61, 13.90,  5.01,  8.34, -2.77,   962,   971,   962,   961,  1442,  1360,  1058,  1346
116188,    15.00, 43.05, 37.02, -13.68, 13.83, 10.71, -5.79, 12.76, -3.55, 13.91,  5.47,  3.44,  0.58,   964,   969,   966,   958,  1446,  1357,  1062,  1342
116203,    15.00, 43.26, 37.18, -13.77, 13.86, 10.92, -5.82, 12.73, -3.55, 13.68, -1.72,  0.61, -15.37,   951,   981,   953,   972,  1426,  1373,  1048,  1361
116221,    18.00, 43.51, 37.38, -13.87, 13.86, 10.97, -5.92, 12.71, -3.80, 13.89, -1.52, -13.87, 11.74,   971,   959,   976,   950,  1456,  1343,  1074,  1331
116236,    15.00, 43.72, 37.54, -13.96, 13.80, 10.96, -5.82, 12.82, -3.66, 13.91,  7.82,  9.00,  1.19,   965,   969,   966,   958,  1448,  1357,  1062,  1341
116251,    15.00, 43.93, 37.71, -14.05, 13.80, 10.91, -5.87, 12.90, -3.78, 13.77,  4.75, -8.22, -9.46,   955,   977,   959,   967,  1432,  1368,  1055,  1354
116267,    16.00, 44.15, 37.88, -14.14, 13.86, 11.05, -5.74, 12.91, -4.18, 13.89,  0.75, -24.47,  7.38,   966,   964,   975,   954,  1449,  1349,  1073,  1336
116282,    15.00, 44.36, 38.05, -14.22, 13.92, 11.13, -5.55, 12.89, -3.97, 13.71, -1.41, 13.36, -12.13,   955,   979,   955,   970,  1433,  1370,  1050,  1358
116297,    15.00, 44.57, 38.22, -14.31, 13.93, 11.32, -5.64, 12.82, -4.01, 13.58, -4.41, -2.37, -8.64,   956,   975,   959,   967,  1434,  1366,  1055,  1354
